join_key,state,fdid,inc_date,inc_no,exp_no,loc_type,num_mile,street_pre,streetname,streettype,streetsuf,apt_no,city,state_id,zip5,zip4,x_street,year
CA49145123020140027782000,CA,49145,12302014,0027782,000,1,1716,,OLDFIELD,WY,,,SANTA ROSA,CA,95401,,,2014
TXDH807080120111149494000,TX,DH807,08012011,1149494,000,1,7575, ,CHAUCER,PL, ,304,DALLAS,TX,75237, ,BRONCO DR/KIRNWOOD DR,2011
NY52025071220020071303000,NY,52025,07122002,0071303,000, , , ,68 PARK CENTER DRIVE, , , , , ,11729, , ,2002
CA30065072520160078323000,CA,30065,07252016,0078323,000,1,25214,,CABOT,,,,LAGUNA HILLS,CA,00000,0000,,2016
TXDH508072420155011223000,TX,DH508,07242015,5011223,000,2,,E,PLEASANT RUN,RD,,,DESOTO,TX,75115,,N I35E SR,2015
VA08510081720160865710000,VA,08510,08172016,0865710,000,1,86,,SLIDING HILL,RD,,,ASHLAND,OO,23005,,SLIDING HILL RDI95,2016
ILLB173042320160000826000,IL,LB173,04232016,0000826,000,1,344,,Bucklin,AVE,,,LaSalle,IL,61301,,,2016
ID75301071620140100380000,ID,75301,07162014,0100380,000,1,,,320 S 9TH ST,,,,Payette,ID,83661,,,2014
FL15052090720160003706000,FL,15052,09072016,0003706,000,1,2415,,14TH,ST,W,,Bradenton,FL,34205,,,2016
DC11001093020040112804000,DC,11001,09302004,0112804,000,1,5111, ,7TH,ST,NW, ,WASHINGTON,DC,20001, , ,2004
MI06314091820150006329000,MI,06314,09182015,0006329,000,1,36550,,GRAND RIVER,AVE,,609B,FARMINGTON HILLS,MI,48335,,36550 GRAND RIVER AVE,2015
CA19110012420160024160000,CA,19110,01242016,0024160,000,1,6042,,KAUFFMAN,,,,TEMPLE CITY,CA,00000,0000,btwn WOODRUFF AV,2016
ILLA201122220160005022000,IL,LA201,12222016,0005022,000,1,1220,,PARK,AVE,W,127,Highland Park,IL,60035,,,2016
FL07252071920160072456000,FL,07252,07192016,0072456,000,1,2000,,CONSULATE,DR,,,Metropolis,FL,11111,,,2016
TXBC605112320140007434000,TX,BC605,11232014,0007434,000,1,1400,,LAURA,LN,,,COLLEGE STATION,TX,77840,,,2014
VA51000080920140011300000,VA,51000,08092014,0011300,000,1,1200,,BRADDOCK,PL,,,ALEXANDRIA,VA,22314,,,2014
FL61091062820160007943000,FL,61091,06282016,0007943,000,1,2345,,BLUEBERRY,ST,,,BUNNELL,FL,32110,,,2016
WV40104113020140000741000,WV,40104,11302014,0000741,000,1,3432,,tacketts branch rd,,,9,hurricane,WV,25526,,,2014
PA37006121320160000109000,PA,37006,12132016,0000109,000,1,492,,Black,RD,,,WashingtonTownship,PA,16156,,,2016
FL14062062520121210099000,FL,14062,06252012,1210099,000,1,200,NE,15th,AVE,,,Ocala,FL,34470,,,2012
MI06307112720140004569000,MI,06307,11272014,0004569,000,1,844,,UPPER SCOTSBOROUGH,WAY,,,Bloomfield Twp,MI,48304,,844 UPPER SCOTSBOROUGH WAY,2014
VA09500030620161601769000,VA,09500,03062016,1601769,000,1,106,,INDIAN FIELDS,WAY,,A,WILLIAMSBURG,VA,23185,,,2016
NM49061111720160013537000,NM,49061,11172016,0013537,000,1,729,,BACA,ST,,,SANTA FE,NM,87505,,,2016
MD03100093020162740579000,MD,03100,09302016,2740579,000,1,322,,CHATSWORTH,,E,,REISTERSTOWN,MD,21136,,,2016
OK24006051320140001672000,OK,24006,05132014,0001672,000,1,707,W,RANDOLPH,AVE,,210,ENID,OK,73701,,,2014
SD53002071920030000013000,SD,53002,07192003,0000013,000, , , ,411 MAIN, , , , , ,57638, , ,2003
GA06077102520166007294000,GA,06077,10252016,6007294,000,1,1055,,WILLEO,RD,,10,Roswell,GA,30075,,,2016
ILWJ111100420090018558000,IL,WJ111,10042009,0018558,000,4,2516, ,WHITEHALL,LN, , ,ROCKFORD,IL,61107, , ,2009
CA56020071220090018022000,CA,56020,07122009,0018022,000,4,189,S,LAS POSAS,Rd, , ,Camarillo,CA,93010, ,CAMARILLO AIRPORT (50001189),2009
TXKN614011220110000076000,TX,KN614,01122011,0000076,000,1,1101,S,TEXAS, , , ,WESLACO,TX,78596, , ,2011
TXKS403052520166052504000,TX,KS403,05252016,6052504,000,1,1428,W,Torrey,ST,,,Granbury,TX,76048,,,2016
FL12251070120160011530000,FL,12251,07012016,0011530,000,1,15000,,441,,,,TAVARES,FL,32778,,,2016
WI44240031820168000254000,WI,44240,03182016,8000254,000,1,1216,,LAWE,ST,,,KAUKAUNA,WI,54130,,101 WALNUT ST,2016
ILDD372020420140000457000,IL,DD372,02042014,0000457,000,1,39,N,PARK,ST,,,WESTMONT,IL,60559,,,2014
TXAW824110320161101284000,TX,AW824,11032016,1101284,000,1,4499,,Medical,DR,,166,SAN ANTONIO,TX,78229,,4499 Medical Dr,2016
ILLA142022220160000666000,IL,LA142,02222016,0000666,000,1,145,N,Milwaukee,AVE,,,Vernon Hills,IL,60061,,,2016
CT06240031520020020761000,CT,06240,03152002,0020761,000, , , ,587 ORONOKE ROAD WATE, , , , , ,06708, , ,2002
AZ11223040720161625436000,AZ,11223,04072016,1625436,000,1,100,E,ELVIRA,RD,,,Tucson,AZ,85756,,,2016
TXXW40606092014014-067000,TX,XW406,06092014,014-067,000,1,305,,Creekside,DR,,,Floresville,TX,78114,,,2014
TXKG607123120160008108000,TX,KG607,12312016,0008108,000,1,3936,S,IH 35,,,,San Marcos,TX,78666,,,2016
ILCN351040620030005815000,IL,CN351,04062003,0005815,000,1,8226, ,WISNER ST, , , ,Niles,IL,60714, , ,2003
GA06001021420033006233000,GA,06001,02142003,3006233,000,1,1158, ,LUCILE,AVE,SW, ,ATLANTA,GA,30310, ,DARGAN PL,2003
FL04112032620030032636000,FL,04112,03262003,0032636,000, , , ,814 4 AV N-SP, , , , , ,33701, , ,2003
TXHA707092120040005768000,TX,HA707,09212004,0005768,000,1,9606, ,STEWART,RD, , ,Galveston,TX,77550, , ,2004
OH18073120820160001797000,OH,18073,12082016,0001797,000,1,26419,,REDFOX TRAIL,,,,OAKWOOD,OH,44146,,,2016
TXDH807070420122127818000,TX,DH807,07042012,2127818,000,1,3700,,CONWAY,ST,,,DALLAS,TX,75224,,GARZA AVENOT FOUND,2012
KY30136021120030001454000,KY,30136,02112003,0001454,000,1, , ,Ky. Hwy 56 &  Crooked Creek Rd, , , ,Owensboro,KY,42301, , ,2003
MT02001072520160004237000,MT,02001,07252016,0004237,000,1,721,,13TH,ST,S,UNIT 6,GREAT FALLS,MT,59405,,,2016
CA19105061020160000750000,CA,19105,06102016,0000750,000,1,00341,S,WESTGATE,,,,BRENTWOOD,CA,90049,,WESTGATE                    AV,2016
TXPY603091920161622416000,TX,PY603,09192016,1622416,000,1,1721,E,AUBURN,ST,,,LUBBOCK,TX,79403,,,2016
CO07735111920160213890000,CO,07735,11192016,0213890,000,1,565,,28 14,RD,,26,GRAND JUNCTION,CO,81501,,,2016
ILLE222101820160001100000,IL,LE222,10182016,0001100,000,6,,,,,,,Pontiac,IL,61764,,17706 N 1750 E RD,2016
FL32042111520030018699000,FL,32042,11152003,0018699,000,1,3850, ,16,ST, , ,VERO BEACH,FL,32960, , ,2003
MN55205092920160207507000,MN,55205,09292016,0207507,000,1,101,,4,ST,SE,,ROCHESTER,MN,55904,,,2016
MI08207110220150022771001,MI,08207,11022015,0022771,001,1,18050,,RUSSELL,,,,DETROIT,MI,48234,,,2015
TXKK409052820062060436000,TX,KK409,05282006,2060436,000,1,3200,W,MAIN,ST, , ,GUN BARREL CITY,TX,75156, , ,2006
NY60044040320160000059000,NY,60044,04032016,0000059,000,3,111,,BARNEGAT,RD,,,Pound Ridge,NY,10576,,,2016
PA47060011420100000009000,PA,47060,01142010,0000009,000,1,100,N,Academy,AVE, , ,Danville,PA,17821, , ,2010
IN49016072620166156460000,IN,49016,07262016,6156460,000,1,8810,,COLBY BL,,,,INDIANAPOLIS,IN,46268,,,2016
OH77109112320030001436000,OH,77109,11232003,0001436,000,1,2040,W,Nimisila,RD, , ,Clinton,OH,44216, , ,2003
AZ11032070320141414369000,AZ,11032,07032014,1414369,000,1,19200,N,I10W,,,,Red Rock,AZ,85145,,,2014
GA06001011920022002680000,GA,06001,01192002,2002680,000,1,707, ,CARON CIR, ,NW, ,ATLANTA,GA,30318, , ,2002
CA37140090120160108838000,CA,37140,09012016,0108838,000,1,7737,,Balboa,AVE,,,SAN DIEGO,CA,92111,,7737 Balboa Av,2016
VA15301082920050185172000,VA,15301,08292005,0185172,000,1,14804, ,DIXON,CT, , ,PWC,VA,00000, , ,2005
CA19110072220160211641000,CA,19110,07222016,0211641,000,1,13806,S,LA MIRADA,,,,LA MIRADA,CA,00000,0000,btwn FOSTER RD,2016
CA37140053020150061507000,CA,37140,05302015,0061507,000,2,,,07th,,,,SAN DIEGO,CA,92101,,C,2015
WY09506032820140000060000,WY,09506,03282014,0000060,000,1,405,W,Grant,,,101,Douglas,WY,82633,,,2014
TXKA926082520162370698000,TX,KA926,08252016,2370698,000,2,,W,GULF BANK,RD,,,HOUSTON,TX,77088,,DAMASCUS DR,2016
FL05102061020161641713000,FL,05102,06102016,1641713,000,1,1664,,CLUB,CIR,,,LAKE WALES,FL,33898,,,2016
TXHN512070420090090546000,TX,HN512,07042009,0090546,000,1, , ,102 north st, , , ,GUNTER,TX,75058, , ,2009
GA03101100620160032039000,GA,03101,10062016,0032039,000,2,,,TARA,BLVD,,,JONESBORO,GA,30236,,UPPER RIVERDALE RD SE,2016
NC02607040120166011157000,NC,02607,04012016,6011157,000,1,1164,,SEVENTY FIRST SCHOOL,RD,,,FAYETTEVILLE,NC,28314,,,2016
VA17902010320040000008000,VA,17902,01032004,0000008,000,2,550, ,COURTHOUSE, , , ,STAFFORD COUNTY FIRE,VA,22554, ,44 ROLLINSWOOD LN,2004
TXAW824082620150812787000,TX,AW824,08262015,0812787,000,2,,,Us,HWY,,,SAN ANTONIO,TX,78216,,Bitters,2015
OH09015073020161607426000,OH,09015,07302016,1607426,000,1,7531,,WILDBRANCH,RD,,,HAMILTON,OH,45011,,,2016
AK23100031020140006733000,AK,23100,03102014,0006733,000,1,4671,,Southpark Bluff,DR,,,Anchorage,AK,99516,,4671 Southpark Bluff Dr,2014
MA01096022020160000865000,MA,01096,02202016,0000865,000,1,88,,Fairway Point,RD,,A,North Falmouth,MA,02556,,,2016
MEG0210080920030001182000,ME,G0210,08092003,0001182,000,1,04, ,White,ST, , ,Rockland,ME,04841, , ,2003
KY56290121620160036998000,KY,56290,12162016,0036998,000,1,2733,W,BROADWAY,,,na,LOUISVILLE,KY,40211,,,2016
MD25001032520160039926000,MD,25001,03252016,0039926,000,1,4112,,HILLCREST,AVE,,,BALTIMORE,MD,21225,,,2016
ILCS312032420150000588000,IL,CS312,03242015,0000588,000,1,10540,S,PARKSIDE,AV,,,CHICAGO RIDGE,IL,60415,,,2015
FL10162110420030309672000,FL,10162,11042003,0309672,000,1,10064,W,OAKLAND PARK,BLVD, , ,SUNRISE,FL,33351, , ,2003
MI08253092920150000460000,MI,08253,09292015,0000460,000,2,,,12th,,,,Wyandotte,MI,48192,,Oxford CT,2015
MI04602082120030001288000,MI,04602,08212003,0001288,000,1,600, ,French, , , ,Adrian,MI,49221, , ,2003
FL40040062620141413747000,FL,40040,06262014,1413747,000,1,730,,SEA HOLLY,DR,,,Masaryktown,FL,34604,,,2014
WI060800524200602006-9000,WI,06080,05242006,02006-9,000,1, , ,State HWY 35 and North Main St, , , ,Cochrane,WI,54622, , ,2006
CO12321022620020000143000,CO,12321,02262002,0000143,000, , , ,HWY 85 1/4 MILE NORTH, , , , , ,80621, , ,2002
NM06007071320140140012000,NM,06007,07132014,0140012,000,1,,,Bryant ,RD,,,Bluewater Village,NM,87005,,,2014
DC11001092020140140271000,DC,11001,09202014,0140271,000,1,203,,N,ST,SW,APT 3,WASHINGTON,DC,20024,,,2014
FL08021072620020004098000,FL,08021,07262002,0004098,000,1,1131, ,BALFOUR,DR, , ,DELTONA,FL,32725, , ,2002
CO04118122820030040934000,CO,04118,12282003,0040934,000, , , ,4358 MARLOW CR, , , , , , , , ,2003
MI03813042620160000198000,MI,03813,04262016,0000198,000,1,484,,FINLEY,RD,,,PARMA,MI,49269,,,2016
FL07252120920100092575000,FL,07252,12092010,0092575,000,1,2220, ,WOLF, , , ,Orlando,FL,32808, , ,2010
NH60810072820140004265000,NH,60810,07282014,0004265,000,1,42,,OAK HILL,RD,,,CONCORD,NH,03301,,,2014
GA06907100120150019667000,GA,06907,10012015,0019667,000,1,4025,,Winder,HWY,,,Flowery Branch,GA,30542,,,2015
IN41011072320150001508000,IN,41011,07232015,0001508,000,1,4077,,Serenity,CT,,,Greenwood,IN,46142,,,2015
LA09060051020161614661000,LA,09060,05102016,1614661,000,2,,,CLYDE FANT MEMORIAL PKWY,,,,SHREVEPORT,LA,71105,,E PRESTON AV,2016
GA09403040320160000102000,GA,09403,04032016,0000102,000,1,523,,MCKENZIE,DR,,,MONTEZUMA,GA,31063,,,2016
WA27D21030120100000800000,WA,27D21,03012010,0000800,000,1,10206, ,290th St,CT,E, ,Graham,WA,98338, , ,2010
FL02072073120020065019000,FL,02072,07312002,0065019,000, , , ,5515 118 TH ST, , , , , ,00000, , ,2002
TXKA926022520160550646000,TX,KA926,02252016,0550646,000,1,8927,,SHADY,DR,,,HOUSTON,TX,77034,,,2016
NM45079092420150791467000,NM,45079,09242015,0791467,000,2,,,US64,,,,Kirtland,NM,87417,,CR 6405,2015
NC06341090420150067103000,NC,06341,09042015,0067103,000,1,280,,PROSPECT,ST,,,Aberdeen,NC,28315,,,2015
PA51001091320152560802000,PA,51001,09132015,2560802,000,6,,,,,,,PHILA,PA,19143,,5241 Beaumont Ave,2015
SC37217030820160000064000,SC,37217,03082016,0000064,000,1,139,,ACADIA,DR,,,WALHALLA,SC,29691,,,2016
CO00505082420160035197000,CO,00505,08242016,0035197,000,1,9980,E,COLFAX,AVE,,,AURORA,CO,80010,,,2016
MD10006052120040013055000,MD,10006,05212004,0013055,000,1,16513, ,ANNANDALE RD, , , ,Emmitsburg,MD,21727, , ,2004
CO01601083120160092866000,CO,01601,08312016,0092866,000,3,1585,S,Broadway,ST,,,DENVER,CO,80223,,,2016
ILWG304041520160000486000,IL,WG304,04152016,0000486,000,1,14980,,ANGELICO,DR,,,LEMONT,IL,60439,,,2016
OH77117102520150001309000,OH,77117,10252015,0001309,000,1,863,W,Aurora,RD,,,Sagamore HillsTown,OH,44067,,,2015
TXDH807112620166266200000,TX,DH807,11262016,6266200,000,1,6042,,PALO PINTO,AVE,,,DALLAS,TX,75206,,CONCHO STSKILLMAN ST,2016
TXKA926082720020827521000,TX,KA926,08272002,0827521,000, , , ,12831 TAMMARACK, , , , , , , , ,2002
MN19306081320030000327000,MN,19306,08132003,0000327,000, , , ,1600 Hwy 55, , , , , ,55033, , ,2003
VA68000010120160000017000,VA,68000,01012016,0000017,000,1,310,,KILLARNEY,CT,,,LYNCHBURG,VA,24502,,,2016
CA56020010920140000938000,CA,56020,01092014,0000938,000,1,3101,,TOWNSGATE,Rd,,343,Westlake,CA,91320,,SUNRISE ASSISTED LIVING31067,2014
OH25009111220166165572000,OH,25009,11122016,6165572,000,1,918,,WHITE WILLOW,LN,,,COLUMBUS,OH,43235,,,2016
NC07501010220160000003000,NC,07501,01022016,0000003,000,1,60mm,W,Interstate 26,HWY,,,Saluda,NC,28773,,,2016
CA43040091220160006526000,CA,43040,09122016,0006526,000,1,00017661,,PEAK,,,,MORGANHILLCITY,CA,95037,,400 BLK CLAREMONT DR 400 BLK,2016
NC04905062420161602720000,NC,04905,06242016,1602720,000,2,,,OAKRIDGE FARM,HWY,,,MOORESVILLE,NC,28115,,WELLESLEY LN,2016
NC06801011420150001181000,NC,06801,01142015,0001181,000,2,,,Jones Ferry,RD,,,Chapel Hill,NC,27516,,Old Fayetteville RD,2015
MO01903090720150003222000,MO,01903,09072015,0003222,000,1,306,,Hill,ST,,,Belton,MO,64012,,,2015
TXKA926030920160680505000,TX,KA926,03092016,0680505,000,1,8009,,CAROLWOOD,DR,,,HOUSTON,TX,77028,,,2016
NV16001070920160019212000,NV,16001,07092016,0019212,000,1,1300,W,2ND,ST,,104,RENO,NV,89512,,1300 W 2ND ST 104,2016
GA02509042020150002155000,GA,02509,04202015,0002155,000,1,602,E,34TH,ST,,,SAVANNAH,GA,31401,,,2015
GA04405052420140042209000,GA,04405,05242014,0042209,000,1,,,BROWNS MILL FERRY,RD,,,Lithonia,GA,30058,,,2014
FL01032111820166251843000,FL,01032,11182016,6251843,000,2,,,NE 213TH STBISCAYNE BLVD,,,,AVENTURA,FL,33180,,NE 213TH STBISCAYNE BLVD,2016
NY60056060620161600137000,NY,60056,06062016,1600137,000,2,,,KITCHAWAN RD,,,,LEWISBORO,NY,10590,,MILL RIVER RD,2016
MA17308042420130002496000,MA,17308,04242013,0002496,000,1,5,,FERN ST,,,,WALTHAM,MA,02453,,,2013
FL08022011920150190086000,FL,08022,01192015,0190086,000,1,2119,S,Atlantic,AVE,,,Daytona Beach Shores,FL,32127,,,2015
OH76009010520160000157000,OH,76009,01052016,0000157,000,1,3000,,CLEVELAND,AVE,NW,,Canton,OH,44709,,,2016
ILCN471042520140002916000,IL,CN471,04252014,0002916,000,1,1004,N,PLUM GROVE,RD,,,SCHAUMBURG,IL,60195,,,2014
CA42035101920160013696000,CA,42035,10192016,0013696,000,1,4436,,CALLE REAL,,,,SANTA BARBARA,CA,93110,,,2016
ILCN182041320160001052000,IL,CN182,04132016,0001052,000,1,1040,,Elmwood,LN,W,,BARTLETT,IL,60103,,,2016
OH67211060620160000120000,OH,67211,06062016,0000120,000,2,,,Parkman,RD,,,Garrettsville,OH,44231,,Pierce RD,2016
MI01909021120160016-09000,MI,01909,02112016,0016-09,000,1,,,11484 W jason Rd,,,,westphalia,MI,48894,,,2016
OH25009042820166058586000,OH,25009,04282016,6058586,000,1,2107,,PINE GROVE,LN,,,COLUMBUS,OH,43232,,,2016
LA53005062220160002186000,LA,53005,06222016,0002186,000,1,14429,,ARTIE,DR,,111,HAMMOND,LA,70401,,,2016
NY33044040220030402008000,NY,33044,04022003,0402008,000,1,1214, ,Hillview Dr, , , ,Utica,NY,13501, , ,2003
TXAW824021420030007747000,TX,AW824,02142003,0007747,000, , , ,OAK CENTRE&STONE OAK, , , , , ,78258, , ,2003
FL48012032720030000580000,FL,48012,03272003,0000580,000,1,1564, ,Rodan,CT, , ,Orange Park,FL,32073, , ,2003
CA19110101320150287421000,CA,19110,10132015,0287421,000,1,13041,S,BELHAVEN,,,,COMPTON CNTY,CA,00000,0000,btwn E EL SEGUNDO BLVD,2015
CA19110112920150334277000,CA,19110,11292015,0334277,000,1,,W,MANCHESTER,,,,INGLEWOOD,CA,00000,0000,CARLTONDR,2015
FL10282062220140607251000,FL,10282,06222014,0607251,000,1,198,SW,1ST,ST,,,DEERFIELD BEACH,FL,33441,,198 SW 1ST ST,2014
CA19110033120140080222000,CA,19110,03312014,0080222,000,1,213,W,235TH,,,,CARSON,CA,00000,0000,btwn S FRIGATE AV,2014
OH13229010720150000855000,OH,13229,01072015,0000855,000,1,4167,,WOODSLY,DR,,,BATAVIA,OH,45103,,,2015
NJ13420110220160000319000,NJ,13420,11022016,0000319,000,1,77,,FORREST,AVE,,,RUMSON,NJ,07760,,,2016
NV03004061520155180107000,NV,03004,06152015,5180107,000,1,5300,E,CRAIG,RD,,615,CLARK COUNTY,NV,89115,,,2015
FL04042092420155135071000,FL,04042,09242015,5135071,000,1,14801,,54,WAY,,,Largo,FL,33760,,,2015
MN27123061520150000635000,MN,27123,06152015,0000635,000,1,10803,,53rd Ave n,,,,Plymouth,MN,55442,,,2015
GA03301013020150004444000,GA,03301,01302015,0004444,000,1,2751,,HAMMONDTON,RD,SW,B3,MARIETTA,GA,30060,,,2015
NC06801011320150001178000,NC,06801,01132015,0001178,000,1,110,E,Main,ST,,,Carrboro,NC,27510,,,2015
MO04805041620020001866000,MO,04805,04162002,0001866,000,2, , ,Sunnyside, , , ,Blue Springs,MO,64014, ,RD Mize,2002
LA17015111520160002535000,LA,17015,11152016,0002535,000,1,3600,N,Sherwood,,,,Baton Rouge,LA,70814,,,2016
CA56020050220160014534000,CA,56020,05022016,0014534,000,1,2404,,TOWNSGATE,,,,Westlake,CA,91362,,,2016
NY60010061920161600267000,NY,60010,06192016,1600267,000,1,318,,MILLS,RD,,,NORTH SALEM,NY,10560,,,2016
MD15555021920160021847000,MD,15555,02192016,0021847,000,1,14200,,SECLUDED,,,,GAITHERSBURG,MD,20878,,,2016
NY24001080920030499285000,NY,24001,08092003,0499285,000,1,0, ,DEFAULT RECORD FOR CAD, , , ,New York City,NY,00000,0000, ,2003
TXWB901051620141360279000,TX,WB901,05162014,1360279,000,1,6449,,RIVERWATER,TRL,,,Fort Worth,TX,76179,,,2014
FL41041072220040044530000,FL,41041,07222004,0044530,000, , , ,I95 AT FLORIDA WELCOM, , , , , ,32097, , ,2004
CA37025012520150000785000,CA,37025,01252015,0000785,000,1,1330,,Alcyon,CT,,,Carlsbad,CA,92011,,1330 Alcyon Ct,2015
NC01101011120144000659000,NC,01101,01112014,4000659,000,1,100,,RICEVILLE,RD,,,ASHEVILLE,NC,28805,,,2014
ILKA121071720140009373000,IL,KA121,07172014,0009373,000,1,947,,TERRACE LAKE,DR,,,AURORA,IL,60504,,1100 TERRACE VIEW DR,2014
AR23005090520140426226000,AR,23005,09052014,0426226,000,1,997,,Main,ST,,,Vilonia,AR,72173,,,2014
MI01106011320160000012000,MI,01106,01132016,0000012,000,1,4210,,Lake,ST,,,Bridgman,MI,49106,,,2016
WV15104012620060006/07000,WV,15104,01262006,0006/07,000,1, , ,mccleary rd, , , ,hookstown,PA,15050, , ,2006
FL03072031820150017415000,FL,03072,03182015,0017415,000,1,0001211,,MARION ST N,,,,Tampa,FL,33602,,,2015
WV02105121120160000251000,WV,02105,12112016,0000251,000,1,2833,,McCubbins Hollow,RD,,,Gerrardstown,WV,25420,,,2016
VA13700030220160601008000,VA,13700,03022016,0601008,000,1,31606,,INDIANTOWN,RD,,,Locust Grove,VA,22508,,,2016
GA03301030720150009856000,GA,03301,03072015,0009856,000,1,490,,SIX FLAGS,DR,SW,H6,AUSTELL,GA,30168,,,2015
TN90252100920160007926000,TN,90252,10092016,0007926,000,1,1105,,UNIVERSITY,PKY,,,JOHNSON CITY,TN,37604,,,2016
OH25009061420166082814000,OH,25009,06142016,6082814,000,1,190,S,ROYS,AVE,,,COLUMBUS,OH,43204,,,2016
MS38012013120080000299000,MS,38012,01312008,0000299,000,1,2224,N,HIGHWAY 19, , , ,MERIDIAN,MS,39301, , ,2008
NY24001090520140806719000,NY,24001,09052014,0806719,000,1,3135,,PARK AVE,,,,New York City,NY,10451,,,2014
CA29065031620160006529000,CA,29065,03162016,0006529,000,1,18520,,Wildflower,DR,,,Penn Valley,CA,95946,,,2016
FL48032100420151515495000,FL,48032,10042015,1515495,000,1,5900,,HIGHWAY 17,,,,FI,FL,11111,,,2015
CO04118011120141401600000,CO,04118,01112014,1401600,000,1,NA,,1685 S 21ST ST340 EMERITUS,,,,Colorado Springs,CO,80904,,,2014
TXDH712011720161601027000,TX,DH712,01172016,1601027,000,1,321,,TRAIL VIEW,LN,,,GARLAND,TX,75043,,,2016
OH13109123120150122475000,OH,13109,12312015,0122475,000,1,16,,Meadow,DR,,21,Milford,OH,45150,,,2015
FL10232061020160005716000,FL,10232,06102016,0005716,000,1,14924,SW,54TH,ST,,,Miramar,FL,33027,,,2016
OH18097030720030000714000,OH,18097,03072003,0000714,000,1,25605, ,W Hedgewood, , , ,Westlake,OH,44145, , ,2003
NY28006070620090000487000,NY,28006,07062009,0000487,000,1,14, ,STOVER RD, , , ,ROCHESTER,NY,14624,4446, ,2009
MD21009102920160024374000,MD,21009,10292016,0024374,000,1,12763,,AILANTHUS,DR,,,Hagerstown,MD,21742,,,2016
FL10082101420161617046000,FL,10082,10142016,1617046,000,1,16819,SW,6TH,ST,,,Pembroke Pines,FL,33027,,,2016
CA56020073120150024265000,CA,56020,07312015,0024265,000,1,3131,,VISTA GRANDE,,,,Santa Rosa Valley,CA,93021,,,2015
MA21285102520050004218000,MA,21285,10252005,0004218,000,1,29, ,Green,ST, , ,Stoughton,MA,02072, , ,2005
ILKA121011020020000322000,IL,KA121,01102002,0000322,000,1,905, ,SECOND,AVE, , ,AURORA,IL,60505, ,OHIO ST S,2002
WV42106073020160001210000,WV,42106,07302016,0001210,000,1,,,Ivy Hill Scool Road,,,,Montrose,WV,26283,,,2016
ILLA401070320160005464000,IL,LA401,07032016,0005464,000,1,3301,,GRAND,,,,WAUKEGAN,IL,60085,,,2016
MI01801052120160000070000,MI,01801,05212016,0000070,000,1,600,SE,Fourth,ST,,,Clare,MI,48617,,,2016
FL07252030520160023792000,FL,07252,03052016,0023792,000,1,14529,,SALINGER,,,,Orlando,FL,32828,,,2016
NY24001123020141178270000,NY,24001,12302014,1178270,000,1,537,,E 83 ST,,,NA,New York City,NY,11236,,,2014
MA15111050420100003006000,MA,15111,05042010,0003006,000,1, , ,Batchelor,ST, , ,Granby,MA,01033, , ,2010
TN19532101020080078107000,TN,19532,10102008,0078107,000,1,2432, ,CROCKER SPRINGS,RD, ,WHITES CREEK,WHITES CREEK,TN,37189, , ,2008
CA43060040620150960003000,CA,43060,04062015,0960003,000,1,899,E,CHARLESTON,RD,,G205,PALO ALTO,CA,94303,,,2015
TXKA926080820152190311000,TX,KA926,08082015,2190311,000,1,14910,,ALMEDA,RD,,,HARRIS COUNTY,TX,77045,,,2015
AL02707102320070001115000,AL,02707,10232007,0001115,000,1, , ,D.C.H.S.  hwy 22, , , ,plantersville,AL,36758, , ,2007
KY59313020520150001094000,KY,59313,02052015,0001094,000,1,75,S,1900,,,,COVINGTON,KY,41011,,,2015
CA37165020320150002474000,CA,37165,02032015,0002474,000,1,00011501,,VIA RANCHO SAN DIEGO,,,,SANMIGUEL,CA,92019,,12100 BLK FURY LN 1396 BLK BR,2015
NY44012101020030000217000,NY,44012,10102003,0000217,000,1,11, ,PERILLO COURT, , , ,Pearl River,NY,10965, , ,2003
ILCD131112820140006948000,IL,CD131,11282014,0006948,000,1,1058,,Pomona,DR,,,Champaign,IL,61820,,,2014
NH52280100920160008893000,NH,52280,10092016,0008893,000,1,119,,TEMPLE,ST,,105,NASHUA,NH,03060,,,2016
NJ13340042820160000300000,NJ,13340,04282016,0000300,000,1,56,,TAYLOR,AVE,N,47,Neptune Township,NJ,07753,,HARDING AVE HECK AVE,2016
FL26012102920140009992000,FL,26012,10292014,0009992,000,1,1305,,OSCEOLA,,,,KISSIMMEE,FL,34741,,,2014
LA08010062120030003482000,LA,08010,06212003,0003482,000,1,300, ,RIVERSIDE,DR, , ,BOSSIER CITY,LA,71111, , ,2003
NY24001083020160970598000,NY,24001,08302016,0970598,000,1,578,,MARCY AVE,,,,New York City,NY,11206,,,2016
FL11022020220030030074000,FL,11022,02022003,0030074,000, , , ,215    WHIRLWIND LOOP, , , , , ,32640, , ,2003
TXGB405052420140001033000,TX,GB405,05242014,0001033,000,1,267,,Barrel Cactus Dr,,,,Horizon City,TX,79927,,,2014
TXWB901061820161700226000,TX,WB901,06182016,1700226,000,1,1855,E,LANCASTER,AVE,,,Fort Worth,TX,76103,,,2016
MI07413062720160000742000,MI,07413,06272016,0000742,000,1,890,,Delaware,,,,Marysville,MI,48040,,,2016
MS62005021220032003058000,MS,62005,02122003,2003058,000,2, , ,OLD HILLSBORO ROAD, ,N, ,FOREST,MS,39074, ,NEAR 9161 HWY 35 NORTH,2003
